Date,USD/TRY
2023-12-04 00:00:00+00:00,28.89620018005371
2023-12-05 00:00:00+00:00,28.917800903320312
2023-12-06 00:00:00+00:00,28.91469955444336
2023-12-07 00:00:00+00:00,28.914899826049805
2023-12-08 00:00:00+00:00,28.91069984436035
2023-12-11 00:00:00+00:00,28.876100540161133
2023-12-12 00:00:00+00:00,28.96109962463379
2023-12-13 00:00:00+00:00,29.027099609375
2023-12-14 00:00:00+00:00,28.99180030822754
2023-12-15 00:00:00+00:00,28.976600646972656
2023-12-18 00:00:00+00:00,28.84041976928711
2023-12-19 00:00:00+00:00,29.0386905670166
2023-12-20 00:00:00+00:00,29.088720321655273
2023-12-21 00:00:00+00:00,29.125499725341797
2023-12-22 00:00:00+00:00,29.10354995727539
2023-12-25 00:00:00+00:00,28.833330154418945
2023-12-26 00:00:00+00:00,29.311399459838867
2023-12-27 00:00:00+00:00,29.30590057373047
2023-12-28 00:00:00+00:00,29.38789939880371
2023-12-29 00:00:00+00:00,29.519800186157227
2024-01-01 00:00:00+00:00,29.018070220947266
2024-01-02 00:00:00+00:00,29.428199768066406
2024-01-03 00:00:00+00:00,29.74485969543457
2024-01-04 00:00:00+00:00,29.77907943725586
2024-01-05 00:00:00+00:00,29.840900421142578
2024-01-08 00:00:00+00:00,29.78428077697754
2024-01-09 00:00:00+00:00,29.91390037536621
2024-01-10 00:00:00+00:00,29.96179962158203
2024-01-11 00:00:00+00:00,29.85420036315918
2024-01-12 00:00:00+00:00,30.06089973449707
2024-01-15 00:00:00+00:00,30.06355094909668
2024-01-16 00:00:00+00:00,30.07284927368164
2024-01-17 00:00:00+00:00,30.118099212646484
2024-01-18 00:00:00+00:00,30.137819290161133
2024-01-19 00:00:00+00:00,30.153600692749023
2024-01-22 00:00:00+00:00,30.191360473632812
2024-01-23 00:00:00+00:00,30.2587890625
2024-01-24 00:00:00+00:00,30.279499053955078
2024-01-25 00:00:00+00:00,30.24799919128418
2024-01-26 00:00:00+00:00,30.297300338745117
2024-01-29 00:00:00+00:00,30.324670791625977
2024-01-30 00:00:00+00:00,30.34501075744629
2024-01-31 00:00:00+00:00,30.358400344848633
2024-02-01 00:00:00+00:00,30.359800338745117
2024-02-02 00:00:00+00:00,30.44300079345703
2024-02-05 00:00:00+00:00,30.300920486450195
2024-02-06 00:00:00+00:00,30.536800384521484
2024-02-07 00:00:00+00:00,30.541120529174805
2024-02-08 00:00:00+00:00,30.59149932861328
2024-02-09 00:00:00+00:00,30.668399810791016
2024-02-12 00:00:00+00:00,30.64838981628418
2024-02-13 00:00:00+00:00,30.712900161743164
2024-02-14 00:00:00+00:00,30.722900390625
2024-02-15 00:00:00+00:00,30.750099182128906
2024-02-16 00:00:00+00:00,30.815000534057617
2024-02-19 00:00:00+00:00,30.80282974243164
2024-02-20 00:00:00+00:00,30.867900848388672
2024-02-21 00:00:00+00:00,30.904909133911133
2024-02-22 00:00:00+00:00,31.01650047302246
2024-02-23 00:00:00+00:00,31.07349967956543
2024-02-26 00:00:00+00:00,31.093120574951172
2024-02-27 00:00:00+00:00,31.115520477294922
2024-02-28 00:00:00+00:00,31.14579963684082
2024-02-29 00:00:00+00:00,31.208839416503906
2024-03-01 00:00:00+00:00,31.279409408569336
2024-03-04 00:00:00+00:00,31.390369415283203
2024-03-05 00:00:00+00:00,31.571300506591797
2024-03-06 00:00:00+00:00,31.688119888305664
2024-03-07 00:00:00+00:00,31.79730987548828
2024-03-08 00:00:00+00:00,31.93320083618164
2024-03-11 00:00:00+00:00,31.996360778808594
2024-03-12 00:00:00+00:00,32.03739929199219
2024-03-13 00:00:00+00:00,32.093780517578125
2024-03-14 00:00:00+00:00,32.1185302734375
2024-03-15 00:00:00+00:00,32.19306945800781
2024-03-18 00:00:00+00:00,32.28765106201172
2024-03-19 00:00:00+00:00,32.33330154418945
2024-03-20 00:00:00+00:00,32.373348236083984
2024-03-21 00:00:00+00:00,32.41749954223633
2024-03-22 00:00:00+00:00,32.15650177001953
2024-03-25 00:00:00+00:00,32.08531188964844
2024-03-26 00:00:00+00:00,32.16780090332031
2024-03-27 00:00:00+00:00,32.208499908447266
2024-03-28 00:00:00+00:00,32.29970169067383
2024-03-29 00:00:00+00:00,32.449100494384766
2024-04-01 00:00:00+01:00,32.42340087890625
2024-04-02 00:00:00+01:00,32.26240158081055
2024-04-03 00:00:00+01:00,32.052101135253906
2024-04-04 00:00:00+01:00,31.94529914855957
2024-04-05 00:00:00+01:00,31.944990158081055
2024-04-08 00:00:00+01:00,32.007598876953125
2024-04-09 00:00:00+01:00,32.15650177001953
2024-04-10 00:00:00+01:00,32.22426986694336
2024-04-11 00:00:00+01:00,32.2859992980957
2024-04-12 00:00:00+01:00,32.4182014465332
2024-04-15 00:00:00+01:00,32.39690017700195
2024-04-16 00:00:00+01:00,32.40700912475586
2024-04-17 00:00:00+01:00,32.51139831542969
2024-04-18 00:00:00+01:00,32.47119903564453
2024-04-19 00:00:00+01:00,32.56330108642578
2024-04-22 00:00:00+01:00,32.60334014892578
2024-04-23 00:00:00+01:00,32.56460189819336
2024-04-24 00:00:00+01:00,32.510520935058594
2024-04-25 00:00:00+01:00,32.56671905517578
2024-04-26 00:00:00+01:00,32.535301208496094
2024-04-29 00:00:00+01:00,32.53120040893555
2024-04-30 00:00:00+01:00,32.36991882324219
2024-05-01 00:00:00+01:00,32.40330123901367
2024-05-02 00:00:00+01:00,32.27299880981445
2024-05-03 00:00:00+01:00,32.40330123901367
2024-05-06 00:00:00+01:00,32.302398681640625
2024-05-07 00:00:00+01:00,32.28260040283203
2024-05-08 00:00:00+01:00,32.25619888305664
2024-05-09 00:00:00+01:00,32.3484992980957
2024-05-10 00:00:00+01:00,32.28310012817383
2024-05-13 00:00:00+01:00,32.18122863769531
2024-05-14 00:00:00+01:00,32.25170135498047
2024-05-15 00:00:00+01:00,32.28120040893555
2024-05-16 00:00:00+01:00,32.160499572753906
2024-05-17 00:00:00+01:00,32.262901306152344
2024-05-20 00:00:00+01:00,32.232601165771484
2024-05-21 00:00:00+01:00,32.212100982666016
2024-05-22 00:00:00+01:00,32.19089889526367
2024-05-23 00:00:00+01:00,32.15095138549805
2024-05-24 00:00:00+01:00,32.22200012207031
2024-05-27 00:00:00+01:00,32.220001220703125
2024-05-28 00:00:00+01:00,32.108001708984375
2024-05-29 00:00:00+01:00,32.24089813232422
2024-05-30 00:00:00+01:00,32.260101318359375
2024-05-31 00:00:00+01:00,32.24380111694336
2024-06-03 00:00:00+01:00,32.235801696777344
2024-06-04 00:00:00+01:00,32.1786003112793
2024-06-05 00:00:00+01:00,32.6338005065918
2024-06-06 00:00:00+01:00,32.27439880371094
2024-06-07 00:00:00+01:00,32.28879928588867
2024-06-10 00:00:00+01:00,32.40610122680664
2024-06-11 00:00:00+01:00,32.3828010559082
2024-06-12 00:00:00+01:00,32.364898681640625
2024-06-13 00:00:00+01:00,32.32870101928711
2024-06-14 00:00:00+01:00,32.4901008605957
2024-06-17 00:00:00+01:00,32.65732955932617
2024-06-18 00:00:00+01:00,32.819400787353516
2024-06-19 00:00:00+01:00,32.55110168457031
2024-06-20 00:00:00+01:00,32.513301849365234
2024-06-21 00:00:00+01:00,32.829498291015625
2024-06-24 00:00:00+01:00,32.82630157470703
2024-06-25 00:00:00+01:00,32.92097091674805
2024-06-26 00:00:00+01:00,32.94459915161133
2024-06-27 00:00:00+01:00,32.8385009765625
2024-06-28 00:00:00+01:00,32.88779830932617
2024-07-01 00:00:00+01:00,32.77050018310547
2024-07-02 00:00:00+01:00,32.64820098876953
2024-07-03 00:00:00+01:00,32.54359817504883
2024-07-04 00:00:00+01:00,32.53403854370117
2024-07-05 00:00:00+01:00,32.63800048828125
2024-07-08 00:00:00+01:00,32.674598693847656
2024-07-09 00:00:00+01:00,32.71730041503906
2024-07-10 00:00:00+01:00,32.90380096435547
2024-07-11 00:00:00+01:00,32.879798889160156
2024-07-12 00:00:00+01:00,32.94902038574219
2024-07-15 00:00:00+01:00,33.084800720214844
2024-07-16 00:00:00+01:00,33.01750183105469
2024-07-17 00:00:00+01:00,33.04050064086914
2024-07-18 00:00:00+01:00,33.07957077026367
2024-07-19 00:00:00+01:00,33.088138580322266
2024-07-22 00:00:00+01:00,32.997840881347656
2024-07-23 00:00:00+01:00,32.92620086669922
2024-07-24 00:00:00+01:00,32.84090042114258
2024-07-25 00:00:00+01:00,32.856300354003906
2024-07-26 00:00:00+01:00,33.11650085449219
2024-07-29 00:00:00+01:00,33.02399826049805
2024-07-30 00:00:00+01:00,33.05550003051758
2024-07-31 00:00:00+01:00,33.0984992980957
2024-08-01 00:00:00+01:00,33.17599868774414
2024-08-02 00:00:00+01:00,33.1593017578125
2024-08-05 00:00:00+01:00,33.24509811401367
2024-08-06 00:00:00+01:00,33.39419937133789
2024-08-07 00:00:00+01:00,33.61920166015625
2024-08-08 00:00:00+01:00,33.5123291015625
2024-08-09 00:00:00+01:00,33.532649993896484
2024-08-12 00:00:00+01:00,33.523101806640625
2024-08-13 00:00:00+01:00,33.453819274902344
2024-08-14 00:00:00+01:00,33.509498596191406
2024-08-15 00:00:00+01:00,33.5921516418457
2024-08-16 00:00:00+01:00,33.638179779052734
2024-08-19 00:00:00+01:00,33.6880989074707
2024-08-20 00:00:00+01:00,33.7588005065918
2024-08-21 00:00:00+01:00,33.8985595703125
2024-08-22 00:00:00+01:00,33.92499923706055
2024-08-23 00:00:00+01:00,33.95750045776367
2024-08-26 00:00:00+01:00,34.02239990234375
2024-08-27 00:00:00+01:00,34.025299072265625
2024-08-28 00:00:00+01:00,34.01723098754883
2024-08-29 00:00:00+01:00,34.139400482177734
2024-08-30 00:00:00+01:00,34.07733917236328
2024-09-02 00:00:00+01:00,34.07080078125
2024-09-03 00:00:00+01:00,33.91339874267578
2024-09-04 00:00:00+01:00,33.99760055541992
2024-09-05 00:00:00+01:00,34.03670120239258
2024-09-06 00:00:00+01:00,33.98500061035156
2024-09-09 00:00:00+01:00,33.99654006958008
2024-09-10 00:00:00+01:00,34.095699310302734
2024-09-11 00:00:00+01:00,34.04439926147461
2024-09-12 00:00:00+01:00,33.99919891357422
2024-09-13 00:00:00+01:00,33.97460174560547
2024-09-16 00:00:00+01:00,33.95515823364258
2024-09-17 00:00:00+01:00,33.979469299316406
2024-09-18 00:00:00+01:00,34.06909942626953
2024-09-19 00:00:00+01:00,34.07080078125
2024-09-20 00:00:00+01:00,34.08000183105469
2024-09-23 00:00:00+01:00,34.05575180053711
2024-09-24 00:00:00+01:00,34.14970016479492
2024-09-25 00:00:00+01:00,34.112300872802734
2024-09-26 00:00:00+01:00,34.160709381103516
2024-09-27 00:00:00+01:00,34.17539978027344
2024-09-30 00:00:00+01:00,34.1490592956543
2024-10-01 00:00:00+01:00,34.20399856567383
2024-10-02 00:00:00+01:00,34.18619918823242
2024-10-03 00:00:00+01:00,34.23059844970703
2024-10-04 00:00:00+01:00,34.22679901123047
2024-10-07 00:00:00+01:00,34.22624969482422
2024-10-08 00:00:00+01:00,34.24570846557617
2024-10-09 00:00:00+01:00,34.26350021362305
2024-10-10 00:00:00+01:00,34.25619888305664
2024-10-11 00:00:00+01:00,34.25233840942383
2024-10-14 00:00:00+01:00,34.27619934082031
2024-10-15 00:00:00+01:00,34.25215148925781
2024-10-16 00:00:00+01:00,34.19478988647461
2024-10-17 00:00:00+01:00,34.16460037231445
2024-10-18 00:00:00+01:00,34.19219970703125
2024-10-21 00:00:00+01:00,34.276100158691406
2024-10-22 00:00:00+01:00,34.24570083618164
2024-10-23 00:00:00+01:00,34.25310134887695
2024-10-24 00:00:00+01:00,34.26839828491211
2024-10-25 00:00:00+01:00,34.28770065307617
2024-10-28 00:00:00+00:00,34.28334045410156
2024-10-29 00:00:00+00:00,34.28770065307617
2024-10-30 00:00:00+00:00,34.27479934692383
2024-10-31 00:00:00+00:00,34.283199310302734
